country,year,sex,age,suicides_no,population,country-year
Cyprus,2004,female,55-74 years,0,65412,Cyprus2004
Cyprus,2004,female,75+ years,0,22299,Cyprus2004
Cyprus,2004,male,15-24 years,0,59250,Cyprus2004
Cyprus,2004,male,25-34 years,0,49934,Cyprus2004
Cyprus,2004,male,5-14 years,0,53202,Cyprus2004
Cyprus,2004,male,75+ years,0,16387,Cyprus2004
Cyprus,2005,male,55-74 years,4,62661,Cyprus2005
Cyprus,2005,female,55-74 years,3,67452,Cyprus2005
Cyprus,2005,male,35-54 years,4,99191,Cyprus2005
Cyprus,2005,male,25-34 years,2,51837,Cyprus2005
Cyprus,2005,male,15-24 years,2,60126,Cyprus2005
Cyprus,2005,female,15-24 years,1,57341,Cyprus2005
Cyprus,2005,female,35-54 years,1,105435,Cyprus2005
Cyprus,2005,female,25-34 years,0,55734,Cyprus2005
Cyprus,2005,female,5-14 years,0,49682,Cyprus2005
Cyprus,2005,female,75+ years,0,22842,Cyprus2005
Cyprus,2005,male,5-14 years,0,52329,Cyprus2005
Cyprus,2005,male,75+ years,0,16633,Cyprus2005
Cyprus,2006,male,55-74 years,5,64866,Cyprus2006
Cyprus,2006,male,25-34 years,4,53856,Cyprus2006
Cyprus,2006,female,55-74 years,3,69357,Cyprus2006
Cyprus,2006,female,35-54 years,3,107098,Cyprus2006
Cyprus,2006,male,35-54 years,2,100123,Cyprus2006
Cyprus,2006,female,25-34 years,1,57514,Cyprus2006
Cyprus,2006,male,15-24 years,1,61353,Cyprus2006
Cyprus,2006,female,15-24 years,0,58243,Cyprus2006
Cyprus,2006,female,5-14 years,0,48947,Cyprus2006
Cyprus,2006,female,75+ years,0,23595,Cyprus2006
Cyprus,2006,male,5-14 years,0,51269,Cyprus2006
Cyprus,2006,male,75+ years,0,17205,Cyprus2006
Cyprus,2007,male,75+ years,2,17897,Cyprus2007
Cyprus,2007,male,25-34 years,4,55768,Cyprus2007
Cyprus,2007,male,15-24 years,3,63227,Cyprus2007
Cyprus,2007,male,55-74 years,3,67267,Cyprus2007
Cyprus,2007,female,25-34 years,2,59428,Cyprus2007
Cyprus,2007,male,35-54 years,3,101951,Cyprus2007
Cyprus,2007,female,55-74 years,1,71415,Cyprus2007
Cyprus,2007,female,35-54 years,1,109618,Cyprus2007
Cyprus,2007,female,15-24 years,0,60276,Cyprus2007
Cyprus,2007,female,5-14 years,0,47379,Cyprus2007
Cyprus,2007,female,75+ years,0,24362,Cyprus2007
Cyprus,2007,male,5-14 years,0,49978,Cyprus2007
Cyprus,2008,male,35-54 years,16,104052,Cyprus2008
Cyprus,2008,male,25-34 years,7,58499,Cyprus2008
Cyprus,2008,male,75+ years,2,18436,Cyprus2008
Cyprus,2008,female,25-34 years,3,62348,Cyprus2008
Cyprus,2008,male,15-24 years,3,64765,Cyprus2008
Cyprus,2008,female,35-54 years,5,112837,Cyprus2008
Cyprus,2008,male,55-74 years,3,69949,Cyprus2008
Cyprus,2008,female,55-74 years,2,73788,Cyprus2008
Cyprus,2008,female,15-24 years,0,61894,Cyprus2008
Cyprus,2008,female,5-14 years,0,46407,Cyprus2008
Cyprus,2008,female,75+ years,0,25015,Cyprus2008
Cyprus,2008,male,5-14 years,0,49044,Cyprus2008
Cyprus,2009,male,75+ years,3,19014,Cyprus2009
Cyprus,2009,male,25-34 years,6,61663,Cyprus2009
Cyprus,2009,male,15-24 years,5,66107,Cyprus2009
Cyprus,2009,male,35-54 years,7,105858,Cyprus2009
Cyprus,2009,male,55-74 years,4,72713,Cyprus2009
Cyprus,2009,female,75+ years,1,25758,Cyprus2009
Cyprus,2009,female,35-54 years,4,116224,Cyprus2009
Cyprus,2009,female,25-34 years,2,66001,Cyprus2009
Cyprus,2009,female,15-24 years,0,63385,Cyprus2009
Cyprus,2009,female,5-14 years,0,45750,Cyprus2009
Cyprus,2009,female,55-74 years,0,76382,Cyprus2009
Cyprus,2009,male,5-14 years,0,48319,Cyprus2009
Cyprus,2010,male,75+ years,3,19667,Cyprus2010
Cyprus,2010,male,25-34 years,7,65092,Cyprus2010
Cyprus,2010,male,55-74 years,7,75567,Cyprus2010
Cyprus,2010,male,35-54 years,9,107241,Cyprus2010
Cyprus,2010,male,15-24 years,4,67097,Cyprus2010
Cyprus,2010,female,15-24 years,3,64577,Cyprus2010
Cyprus,2010,female,35-54 years,4,119200,Cyprus2010
Cyprus,2010,female,55-74 years,1,79168,Cyprus2010
Cyprus,2010,female,25-34 years,0,69866,Cyprus2010
Cyprus,2010,female,5-14 years,0,45354,Cyprus2010
Cyprus,2010,female,75+ years,0,26570,Cyprus2010
Cyprus,2010,male,5-14 years,0,47682,Cyprus2010
Cyprus,2011,male,35-54 years,12,108755,Cyprus2011
Cyprus,2011,male,55-74 years,8,77047,Cyprus2011
Cyprus,2011,male,75+ years,2,19308,Cyprus2011
Cyprus,2011,male,15-24 years,3,67311,Cyprus2011
Cyprus,2011,female,75+ years,1,25937,Cyprus2011
Cyprus,2011,female,35-54 years,3,122543,Cyprus2011
Cyprus,2011,female,55-74 years,1,80672,Cyprus2011
Cyprus,2011,female,15-24 years,0,64690,Cyprus2011
Cyprus,2011,female,25-34 years,0,73838,Cyprus2011
Cyprus,2011,female,5-14 years,0,44757,Cyprus2011
Cyprus,2011,male,25-34 years,0,68773,Cyprus2011
Cyprus,2011,male,5-14 years,0,47189,Cyprus2011
Cyprus,2012,male,25-34 years,9,70596,Cyprus2012
Cyprus,2012,male,35-54 years,14,110616,Cyprus2012
Cyprus,2012,male,15-24 years,6,66014,Cyprus2012
Cyprus,2012,male,55-74 years,5,79804,Cyprus2012
Cyprus,2012,female,25-34 years,1,75365,Cyprus2012
Cyprus,2012,female,35-54 years,1,125423,Cyprus2012
Cyprus,2012,female,15-24 years,0,63355,Cyprus2012
Cyprus,2012,female,5-14 years,0,44613,Cyprus2012
Cyprus,2012,female,55-74 years,0,83946,Cyprus2012
Cyprus,2012,female,75+ years,0,27031,Cyprus2012
Cyprus,2012,male,5-14 years,0,47222,Cyprus2012
Cyprus,2012,male,75+ years,0,20320,Cyprus2012
Cyprus,2013,male,75+ years,3,21349,Cyprus2013
Cyprus,2013,male,15-24 years,8,62893,Cyprus2013
Cyprus,2013,male,55-74 years,10,81903,Cyprus2013
Cyprus,2013,male,25-34 years,8,70521,Cyprus2013
Cyprus,2013,male,35-54 years,11,110593,Cyprus2013
Cyprus,2013,female,35-54 years,4,125846,Cyprus2013
Cyprus,2013,female,55-74 years,1,86452,Cyprus2013
Cyprus,2013,female,15-24 years,0,59969,Cyprus2013
Cyprus,2013,female,25-34 years,0,73849,Cyprus2013
Cyprus,2013,female,5-14 years,0,44407,Cyprus2013
Cyprus,2013,female,75+ years,0,28320,Cyprus2013
Cyprus,2013,male,5-14 years,0,46914,Cyprus2013
Cyprus,2014,male,35-54 years,13,107823,Cyprus2014
Cyprus,2014,male,25-34 years,8,68555,Cyprus2014
Cyprus,2014,male,55-74 years,7,82766,Cyprus2014
Cyprus,2014,female,55-74 years,5,87152,Cyprus2014
Cyprus,2014,female,25-34 years,4,72330,Cyprus2014
Cyprus,2014,female,15-24 years,3,59114,Cyprus2014
Cyprus,2014,male,75+ years,1,22372,Cyprus2014
Cyprus,2014,male,15-24 years,2,60975,Cyprus2014
Cyprus,2014,female,35-54 years,1,122485,Cyprus2014
Cyprus,2014,female,5-14 years,0,44760,Cyprus2014
Cyprus,2014,female,75+ years,0,29382,Cyprus2014
Cyprus,2014,male,5-14 years,0,47104,Cyprus2014
Cyprus,2015,male,55-74 years,9,83627,Cyprus2015
Cyprus,2015,male,25-34 years,7,67482,Cyprus2015
Cyprus,2015,male,35-54 years,10,106371,Cyprus2015
Cyprus,2015,male,15-24 years,5,58308,Cyprus2015
Cyprus,2015,female,55-74 years,3,87902,Cyprus2015
Cyprus,2015,female,25-34 years,2,70765,Cyprus2015
Cyprus,2015,female,35-54 years,3,118975,Cyprus2015
Cyprus,2015,female,15-24 years,1,58123,Cyprus2015
Cyprus,2015,female,5-14 years,0,44693,Cyprus2015
Cyprus,2015,female,75+ years,0,29924,Cyprus2015
Cyprus,2015,male,5-14 years,0,46906,Cyprus2015
Cyprus,2015,male,75+ years,0,22961,Cyprus2015
Cyprus,2016,male,35-54 years,15,106925,Cyprus2016
Cyprus,2016,male,15-24 years,5,58051,Cyprus2016
Cyprus,2016,male,75+ years,2,24004,Cyprus2016
Cyprus,2016,male,55-74 years,7,85486,Cyprus2016
Cyprus,2016,male,25-34 years,2,68167,Cyprus2016
Cyprus,2016,female,35-54 years,3,117819,Cyprus2016
Cyprus,2016,female,25-34 years,1,71307,Cyprus2016
Cyprus,2016,female,55-74 years,1,90294,Cyprus2016
Cyprus,2016,female,15-24 years,0,58057,Cyprus2016
Cyprus,2016,female,75+ years,0,31234,Cyprus2016
Czech Republic,1990,male,75+ years,198,179200,Czech Republic1990
Czech Republic,1990,male,55-74 years,385,800800,Czech Republic1990
Czech Republic,1990,male,35-54 years,571,1421800,Czech Republic1990
Czech Republic,1990,female,75+ years,129,364700,Czech Republic1990
Czech Republic,1990,male,25-34 years,176,713900,Czech Republic1990
Czech Republic,1990,female,55-74 years,196,1017200,Czech Republic1990
Czech Republic,1990,male,15-24 years,99,783000,Czech Republic1990
Czech Republic,1990,female,35-54 years,150,1426600,Czech Republic1990
Czech Republic,1990,female,25-34 years,53,684200,Czech Republic1990
Czech Republic,1990,female,15-24 years,34,747900,Czech Republic1990
Czech Republic,1990,male,5-14 years,5,804100,Czech Republic1990
Czech Republic,1990,female,5-14 years,1,767500,Czech Republic1990
Czech Republic,1991,male,75+ years,168,171200,Czech Republic1991
Czech Republic,1991,male,55-74 years,365,805100,Czech Republic1991
Czech Republic,1991,male,35-54 years,554,1432400,Czech Republic1991
Czech Republic,1991,female,75+ years,104,352900,Czech Republic1991
Czech Republic,1991,male,25-34 years,176,693100,Czech Republic1991
Czech Republic,1991,female,55-74 years,171,1024900,Czech Republic1991
Czech Republic,1991,male,15-24 years,116,802000,Czech Republic1991
Czech Republic,1991,female,35-54 years,157,1443700,Czech Republic1991
Czech Republic,1991,female,25-34 years,45,668900,Czech Republic1991
Czech Republic,1991,female,15-24 years,33,766400,Czech Republic1991
Czech Republic,1991,male,5-14 years,14,771400,Czech Republic1991
Czech Republic,1991,female,5-14 years,1,735500,Czech Republic1991
Czech Republic,1992,male,75+ years,165,161400,Czech Republic1992
Czech Republic,1992,male,55-74 years,394,811100,Czech Republic1992
