country,year,sex,age,suicides_no,population,country-year
Grenada,2002,male,5-14 years,0,11910,Grenada2002
Grenada,2002,male,55-74 years,0,4151,Grenada2002
Grenada,2002,male,75+ years,0,1235,Grenada2002
Grenada,2003,male,55-74 years,2,4120,Grenada2003
Grenada,2003,male,35-54 years,2,9689,Grenada2003
Grenada,2003,female,15-24 years,0,11417,Grenada2003
Grenada,2003,female,25-34 years,0,6685,Grenada2003
Grenada,2003,female,35-54 years,0,9831,Grenada2003
Grenada,2003,female,5-14 years,0,11396,Grenada2003
Grenada,2003,female,55-74 years,0,5131,Grenada2003
Grenada,2003,female,75+ years,0,2362,Grenada2003
Grenada,2003,male,15-24 years,0,11805,Grenada2003
Grenada,2003,male,25-34 years,0,7278,Grenada2003
Grenada,2003,male,5-14 years,0,11564,Grenada2003
Grenada,2003,male,75+ years,0,1289,Grenada2003
Grenada,2004,male,25-34 years,1,7482,Grenada2004
Grenada,2004,female,15-24 years,0,11730,Grenada2004
Grenada,2004,female,25-34 years,0,6904,Grenada2004
Grenada,2004,female,35-54 years,0,9927,Grenada2004
Grenada,2004,female,5-14 years,0,11048,Grenada2004
Grenada,2004,female,55-74 years,0,5067,Grenada2004
Grenada,2004,female,75+ years,0,2398,Grenada2004
Grenada,2004,male,15-24 years,0,12138,Grenada2004
Grenada,2004,male,35-54 years,0,9820,Grenada2004
Grenada,2004,male,5-14 years,0,11248,Grenada2004
Grenada,2004,male,55-74 years,0,4120,Grenada2004
Grenada,2004,male,75+ years,0,1320,Grenada2004
Grenada,2005,male,75+ years,1,1321,Grenada2005
Grenada,2005,male,55-74 years,2,4163,Grenada2005
Grenada,2005,female,25-34 years,1,7134,Grenada2005
Grenada,2005,male,25-34 years,1,7688,Grenada2005
Grenada,2005,male,35-54 years,1,9947,Grenada2005
Grenada,2005,female,15-24 years,0,11956,Grenada2005
Grenada,2005,female,35-54 years,0,10010,Grenada2005
Grenada,2005,female,5-14 years,0,10711,Grenada2005
Grenada,2005,female,55-74 years,0,5049,Grenada2005
Grenada,2005,female,75+ years,0,2393,Grenada2005
Grenada,2005,male,15-24 years,0,12366,Grenada2005
Grenada,2005,male,5-14 years,0,10947,Grenada2005
Grenada,2006,male,35-54 years,1,10115,Grenada2006
Grenada,2006,female,15-24 years,0,12042,Grenada2006
Grenada,2006,female,25-34 years,0,7419,Grenada2006
Grenada,2006,female,35-54 years,0,10129,Grenada2006
Grenada,2006,female,5-14 years,0,10384,Grenada2006
Grenada,2006,female,55-74 years,0,5056,Grenada2006
Grenada,2006,female,75+ years,0,2387,Grenada2006
Grenada,2006,male,15-24 years,0,12437,Grenada2006
Grenada,2006,male,25-34 years,0,7940,Grenada2006
Grenada,2006,male,5-14 years,0,10658,Grenada2006
Grenada,2006,male,55-74 years,0,4223,Grenada2006
Grenada,2006,male,75+ years,0,1336,Grenada2006
Grenada,2007,male,55-74 years,1,4324,Grenada2007
Grenada,2007,female,25-34 years,1,7699,Grenada2007
Grenada,2007,male,25-34 years,1,8183,Grenada2007
Grenada,2007,female,15-24 years,0,12038,Grenada2007
Grenada,2007,female,35-54 years,0,10234,Grenada2007
Grenada,2007,female,5-14 years,0,10089,Grenada2007
Grenada,2007,female,55-74 years,0,5099,Grenada2007
Grenada,2007,female,75+ years,0,2349,Grenada2007
Grenada,2007,male,15-24 years,0,12395,Grenada2007
Grenada,2007,male,35-54 years,0,10277,Grenada2007
Grenada,2007,male,5-14 years,0,10404,Grenada2007
Grenada,2007,male,75+ years,0,1327,Grenada2007
Grenada,2008,female,15-24 years,0,11953,Grenada2008
Grenada,2008,female,25-34 years,0,7976,Grenada2008
Grenada,2008,female,35-54 years,0,10333,Grenada2008
Grenada,2008,female,5-14 years,0,9818,Grenada2008
Grenada,2008,female,55-74 years,0,5178,Grenada2008
Grenada,2008,female,75+ years,0,2286,Grenada2008
Grenada,2008,male,15-24 years,0,12260,Grenada2008
Grenada,2008,male,25-34 years,0,8426,Grenada2008
Grenada,2008,male,35-54 years,0,10435,Grenada2008
Grenada,2008,male,5-14 years,0,10169,Grenada2008
Grenada,2008,male,55-74 years,0,4444,Grenada2008
Grenada,2008,male,75+ years,0,1307,Grenada2008
Grenada,2009,female,15-24 years,0,11815,Grenada2009
Grenada,2009,female,25-34 years,0,8276,Grenada2009
Grenada,2009,female,35-54 years,0,10420,Grenada2009
Grenada,2009,female,5-14 years,0,9570,Grenada2009
Grenada,2009,female,55-74 years,0,5271,Grenada2009
Grenada,2009,female,75+ years,0,2227,Grenada2009
Grenada,2009,male,15-24 years,0,12076,Grenada2009
Grenada,2009,male,25-34 years,0,8697,Grenada2009
Grenada,2009,male,35-54 years,0,10585,Grenada2009
Grenada,2009,male,5-14 years,0,9952,Grenada2009
Grenada,2009,male,55-74 years,0,4580,Grenada2009
Grenada,2009,male,75+ years,0,1277,Grenada2009
Grenada,2010,female,15-24 years,0,11637,Grenada2010
Grenada,2010,female,25-34 years,0,8598,Grenada2010
Grenada,2010,female,35-54 years,0,10509,Grenada2010
Grenada,2010,female,5-14 years,0,9347,Grenada2010
Grenada,2010,female,55-74 years,0,5381,Grenada2010
Grenada,2010,female,75+ years,0,2179,Grenada2010
Grenada,2010,male,15-24 years,0,11871,Grenada2010
Grenada,2010,male,25-34 years,0,9006,Grenada2010
Grenada,2010,male,35-54 years,0,10726,Grenada2010
Grenada,2010,male,5-14 years,0,9754,Grenada2010
Grenada,2010,male,55-74 years,0,4715,Grenada2010
Grenada,2010,male,75+ years,0,1257,Grenada2010
Grenada,2011,male,55-74 years,1,4824,Grenada2011
Grenada,2011,female,15-24 years,0,11312,Grenada2011
Grenada,2011,female,25-34 years,0,8950,Grenada2011
Grenada,2011,female,35-54 years,0,10609,Grenada2011
Grenada,2011,female,5-14 years,0,9137,Grenada2011
Grenada,2011,female,55-74 years,0,5474,Grenada2011
Grenada,2011,female,75+ years,0,2185,Grenada2011
Grenada,2011,male,15-24 years,0,11534,Grenada2011
Grenada,2011,male,25-34 years,0,9361,Grenada2011
Grenada,2011,male,35-54 years,0,10875,Grenada2011
Grenada,2011,male,5-14 years,0,9566,Grenada2011
Grenada,2011,male,75+ years,0,1275,Grenada2011
Grenada,2012,male,35-54 years,1,11033,Grenada2012
Grenada,2012,male,15-24 years,1,11176,Grenada2012
Grenada,2012,female,15-24 years,0,10948,Grenada2012
Grenada,2012,female,25-34 years,0,9316,Grenada2012
Grenada,2012,female,35-54 years,0,10730,Grenada2012
Grenada,2012,female,5-14 years,0,9000,Grenada2012
Grenada,2012,female,55-74 years,0,5587,Grenada2012
Grenada,2012,female,75+ years,0,2204,Grenada2012
Grenada,2012,male,25-34 years,0,9743,Grenada2012
Grenada,2012,male,5-14 years,0,9447,Grenada2012
Grenada,2012,male,55-74 years,0,4945,Grenada2012
Grenada,2012,male,75+ years,0,1297,Grenada2012
Grenada,2013,female,15-24 years,0,10571,Grenada2013
Grenada,2013,female,25-34 years,0,9660,Grenada2013
Grenada,2013,female,35-54 years,0,10858,Grenada2013
Grenada,2013,female,5-14 years,0,8933,Grenada2013
Grenada,2013,female,55-74 years,0,5723,Grenada2013
Grenada,2013,female,75+ years,0,2219,Grenada2013
Grenada,2013,male,15-24 years,0,10812,Grenada2013
Grenada,2013,male,25-34 years,0,10118,Grenada2013
Grenada,2013,male,35-54 years,0,11200,Grenada2013
Grenada,2013,male,5-14 years,0,9387,Grenada2013
Grenada,2013,male,55-74 years,0,5082,Grenada2013
Grenada,2013,male,75+ years,0,1313,Grenada2013
Grenada,2014,female,15-24 years,0,10206,Grenada2014
Grenada,2014,female,25-34 years,0,9943,Grenada2014
Grenada,2014,female,35-54 years,0,10981,Grenada2014
Grenada,2014,female,5-14 years,0,8922,Grenada2014
Grenada,2014,female,55-74 years,0,5907,Grenada2014
Grenada,2014,female,75+ years,0,2222,Grenada2014
Grenada,2014,male,15-24 years,0,10470,Grenada2014
Grenada,2014,male,25-34 years,0,10415,Grenada2014
Grenada,2014,male,35-54 years,0,11369,Grenada2014
Grenada,2014,male,5-14 years,0,9380,Grenada2014
Grenada,2014,male,55-74 years,0,5260,Grenada2014
Grenada,2014,male,75+ years,0,1318,Grenada2014
Grenada,2015,female,15-24 years,0,9880,Grenada2015
Grenada,2015,female,25-34 years,0,10127,Grenada2015
Grenada,2015,female,35-54 years,0,11086,Grenada2015
Grenada,2015,female,5-14 years,0,8948,Grenada2015
Grenada,2015,female,55-74 years,0,6146,Grenada2015
Grenada,2015,female,75+ years,0,2210,Grenada2015
Grenada,2015,male,15-24 years,0,10167,Grenada2015
Grenada,2015,male,25-34 years,0,10597,Grenada2015
Grenada,2015,male,35-54 years,0,11536,Grenada2015
Grenada,2015,male,5-14 years,0,9409,Grenada2015
Grenada,2015,male,55-74 years,0,5483,Grenada2015
Grenada,2015,male,75+ years,0,1303,Grenada2015
Grenada,2016,female,15-24 years,0,9543,Grenada2016
Grenada,2016,female,25-34 years,0,10271,Grenada2016
Grenada,2016,female,35-54 years,0,11222,Grenada2016
Grenada,2016,female,55-74 years,0,6392,Grenada2016
Grenada,2016,female,75+ years,0,2227,Grenada2016
Grenada,2016,male,15-24 years,0,9860,Grenada2016
Grenada,2016,male,25-34 years,0,10718,Grenada2016
Grenada,2016,male,35-54 years,0,11746,Grenada2016
Grenada,2016,male,55-74 years,0,5721,Grenada2016
Grenada,2016,male,75+ years,0,1312,Grenada2016
Guatemala,1986,male,25-34 years,46,522775,Guatemala1986
Guatemala,1986,male,75+ years,3,36473,Guatemala1986
Guatemala,1986,male,15-24 years,65,804664,Guatemala1986
Guatemala,1986,male,55-74 years,19,278407,Guatemala1986
Guatemala,1986,male,35-54 years,32,577043,Guatemala1986
Guatemala,1986,female,15-24 years,17,807507,Guatemala1986
Guatemala,1986,female,35-54 years,9,608676,Guatemala1986
Guatemala,1986,female,25-34 years,8,554851,Guatemala1986
Guatemala,1986,female,5-14 years,2,1184961,Guatemala1986
Guatemala,1986,male,5-14 years,2,1221857,Guatemala1986
Guatemala,1986,female,55-74 years,0,284393,Guatemala1986
Guatemala,1986,female,75+ years,0,42581,Guatemala1986
Guatemala,1987,male,75+ years,5,38144,Guatemala1987
Guatemala,1987,male,25-34 years,63,531366,Guatemala1987
Guatemala,1987,male,35-54 years,49,588914,Guatemala1987
Guatemala,1987,male,55-74 years,16,286727,Guatemala1987
Guatemala,1987,male,15-24 years,45,826321,Guatemala1987
Guatemala,1987,female,75+ years,2,44390,Guatemala1987
Guatemala,1987,female,25-34 years,16,567102,Guatemala1987
Guatemala,1987,female,15-24 years,21,831270,Guatemala1987
Guatemala,1987,female,35-54 years,13,625628,Guatemala1987
Guatemala,1987,female,55-74 years,3,293688,Guatemala1987
Guatemala,1987,male,5-14 years,6,1256693,Guatemala1987
Guatemala,1987,female,5-14 years,2,1218497,Guatemala1987
Guatemala,1988,male,75+ years,8,39641,Guatemala1988
Guatemala,1988,male,35-54 years,43,602425,Guatemala1988
Guatemala,1988,male,25-34 years,38,539024,Guatemala1988
Guatemala,1988,male,15-24 years,41,850454,Guatemala1988
Guatemala,1988,male,55-74 years,10,295096,Guatemala1988
Guatemala,1988,female,15-24 years,14,857407,Guatemala1988
Guatemala,1988,female,25-34 years,8,578654,Guatemala1988
Guatemala,1988,female,35-54 years,6,644602,Guatemala1988
Guatemala,1988,female,55-74 years,1,303222,Guatemala1988
Guatemala,1988,male,5-14 years,3,1291517,Guatemala1988
Guatemala,1988,female,5-14 years,2,1251951,Guatemala1988
Guatemala,1988,female,75+ years,0,46083,Guatemala1988
Guatemala,1989,male,75+ years,4,40886,Guatemala1989
Guatemala,1989,male,25-34 years,36,546765,Guatemala1989
Guatemala,1989,male,55-74 years,18,303352,Guatemala1989
Guatemala,1989,male,35-54 years,31,616089,Guatemala1989
Guatemala,1989,male,15-24 years,31,876831,Guatemala1989
Guatemala,1989,female,25-34 years,12,590425,Guatemala1989
Guatemala,1989,female,35-54 years,8,664347,Guatemala1989
Guatemala,1989,female,15-24 years,6,885511,Guatemala1989
Guatemala,1989,female,5-14 years,4,1283852,Guatemala1989
Guatemala,1989,male,5-14 years,2,1324615,Guatemala1989
Guatemala,1989,female,55-74 years,0,312844,Guatemala1989
Guatemala,1989,female,75+ years,0,47591,Guatemala1989
Guatemala,1990,male,75+ years,4,41850,Guatemala1990
Guatemala,1990,male,25-34 years,45,555151,Guatemala1990
Guatemala,1990,male,35-54 years,37,628848,Guatemala1990
Guatemala,1990,male,15-24 years,34,905373,Guatemala1990
Guatemala,1990,male,55-74 years,9,311351,Guatemala1990
Guatemala,1990,female,35-54 years,8,684099,Guatemala1990
Guatemala,1990,female,15-24 years,10,915256,Guatemala1990
Guatemala,1990,female,25-34 years,6,603010,Guatemala1990
Guatemala,1990,female,55-74 years,1,322429,Guatemala1990
Guatemala,1990,female,5-14 years,2,1312953,Guatemala1990
Guatemala,1990,male,5-14 years,2,1354763,Guatemala1990
Guatemala,1990,female,75+ years,0,48909,Guatemala1990
Guatemala,1991,male,75+ years,4,44056,Guatemala1991
Guatemala,1991,male,35-54 years,45,642940,Guatemala1991
Guatemala,1991,male,25-34 years,36,566970,Guatemala1991
Guatemala,1991,male,55-74 years,11,318299,Guatemala1991
Guatemala,1991,male,15-24 years,24,931649,Guatemala1991
Guatemala,1991,female,15-24 years,15,943849,Guatemala1991
Guatemala,1991,female,55-74 years,4,331253,Guatemala1991
Guatemala,1991,female,35-54 years,7,705012,Guatemala1991
Guatemala,1991,female,25-34 years,6,618151,Guatemala1991
Guatemala,1991,male,5-14 years,4,1384596,Guatemala1991
Guatemala,1991,female,5-14 years,0,1342485,Guatemala1991
Guatemala,1991,female,75+ years,0,51405,Guatemala1991
Guatemala,1992,male,75+ years,5,45943,Guatemala1992
Guatemala,1992,male,35-54 years,52,656247,Guatemala1992
Guatemala,1992,male,15-24 years,43,958307,Guatemala1992
Guatemala,1992,male,55-74 years,13,324698,Guatemala1992
Guatemala,1992,male,25-34 years,22,578709,Guatemala1992
Guatemala,1992,female,35-54 years,14,725674,Guatemala1992
Guatemala,1992,female,75+ years,1,53676,Guatemala1992
Guatemala,1992,female,25-34 years,8,633652,Guatemala1992
Guatemala,1992,female,15-24 years,12,973024,Guatemala1992
Guatemala,1992,female,55-74 years,3,339788,Guatemala1992
Guatemala,1992,female,5-14 years,0,1368743,Guatemala1992
Guatemala,1992,male,5-14 years,0,1411211,Guatemala1992
Guatemala,1993,male,25-34 years,40,590858,Guatemala1993
Guatemala,1993,male,75+ years,3,47600,Guatemala1993
Guatemala,1993,male,35-54 years,41,669216,Guatemala1993
Guatemala,1993,male,55-74 years,14,330703,Guatemala1993
Guatemala,1993,male,15-24 years,32,986185,Guatemala1993
Guatemala,1993,female,55-74 years,4,348142,Guatemala1993
Guatemala,1993,female,15-24 years,10,1003449,Guatemala1993
Guatemala,1993,female,35-54 years,7,746296,Guatemala1993
Guatemala,1993,female,25-34 years,5,649869,Guatemala1993
Guatemala,1993,male,5-14 years,5,1434745,Guatemala1993
Guatemala,1993,female,5-14 years,4,1392070,Guatemala1993
Guatemala,1993,female,75+ years,0,55825,Guatemala1993
Guatemala,1994,male,75+ years,3,49144,Guatemala1994
Guatemala,1994,male,25-34 years,30,603841,Guatemala1994
Guatemala,1994,male,35-54 years,32,682516,Guatemala1994
Guatemala,1994,male,15-24 years,42,1016187,Guatemala1994
Guatemala,1994,male,55-74 years,10,336518,Guatemala1994
Guatemala,1994,female,15-24 years,11,1035674,Guatemala1994
Guatemala,1994,female,55-74 years,3,356534,Guatemala1994
Guatemala,1994,female,25-34 years,4,667227,Guatemala1994
Guatemala,1994,male,5-14 years,5,1456798,Guatemala1994
Guatemala,1994,female,35-54 years,1,767533,Guatemala1994
Guatemala,1994,female,5-14 years,1,1413928,Guatemala1994
Guatemala,1994,female,75+ years,0,58014,Guatemala1994
Guatemala,1995,male,25-34 years,43,617700,Guatemala1995
Guatemala,1995,male,35-54 years,47,696270,Guatemala1995
Guatemala,1995,male,15-24 years,56,1048793,Guatemala1995
Guatemala,1995,male,75+ years,2,50656,Guatemala1995
Guatemala,1995,male,55-74 years,13,342226,Guatemala1995
Guatemala,1995,female,15-24 years,18,1069684,Guatemala1995
Guatemala,1995,female,75+ years,1,60348,Guatemala1995
Guatemala,1995,female,35-54 years,13,789773,Guatemala1995
Guatemala,1995,female,25-34 years,9,685827,Guatemala1995
Guatemala,1995,female,55-74 years,2,365062,Guatemala1995
Guatemala,1995,female,5-14 years,4,1435874,Guatemala1995
Guatemala,1995,male,5-14 years,3,1479299,Guatemala1995
Guatemala,1996,male,75+ years,4,53865,Guatemala1996
Guatemala,1996,male,25-34 years,41,634452,Guatemala1996
Guatemala,1996,male,35-54 years,35,711024,Guatemala1996
Guatemala,1996,male,55-74 years,17,346994,Guatemala1996
Guatemala,1996,male,15-24 years,25,1075948,Guatemala1996
Guatemala,1996,female,15-24 years,17,1098841,Guatemala1996
Guatemala,1996,female,25-34 years,7,706026,Guatemala1996
Guatemala,1996,female,35-54 years,6,812204,Guatemala1996
Guatemala,1996,female,55-74 years,2,372293,Guatemala1996
Guatemala,1996,male,5-14 years,2,1499270,Guatemala1996
Guatemala,1996,female,5-14 years,1,1457269,Guatemala1996
Guatemala,1996,female,75+ years,0,64140,Guatemala1996
Guatemala,1997,male,35-54 years,40,727096,Guatemala1997
Guatemala,1997,male,25-34 years,29,652379,Guatemala1997
Guatemala,1997,male,15-24 years,48,1105530,Guatemala1997
Guatemala,1997,male,55-74 years,13,352178,Guatemala1997
Guatemala,1997,male,75+ years,2,57054,Guatemala1997
Guatemala,1997,female,15-24 years,22,1130115,Guatemala1997
Guatemala,1997,female,35-54 years,11,836324,Guatemala1997
Guatemala,1997,female,25-34 years,6,728049,Guatemala1997
Guatemala,1997,female,55-74 years,2,380152,Guatemala1997
Guatemala,1997,female,5-14 years,3,1483012,Guatemala1997
Guatemala,1997,male,5-14 years,3,1524274,Guatemala1997
Guatemala,1997,female,75+ years,0,68042,Guatemala1997
Guatemala,1998,male,75+ years,6,60230,Guatemala1998
Guatemala,1998,male,25-34 years,41,671525,Guatemala1998
Guatemala,1998,male,35-54 years,36,744377,Guatemala1998
Guatemala,1998,male,15-24 years,54,1136859,Guatemala1998
Guatemala,1998,male,55-74 years,14,357635,Guatemala1998
Guatemala,1998,female,75+ years,2,72064,Guatemala1998
Guatemala,1998,female,15-24 years,24,1162699,Guatemala1998
Guatemala,1998,female,35-54 years,10,861697,Guatemala1998
Guatemala,1998,female,55-74 years,2,388431,Guatemala1998
Guatemala,1998,female,25-34 years,3,751641,Guatemala1998
Guatemala,1998,male,5-14 years,5,1553770,Guatemala1998
Guatemala,1998,female,5-14 years,4,1512601,Guatemala1998
Guatemala,1999,male,75+ years,5,63409,Guatemala1999
Guatemala,1999,male,25-34 years,54,691691,Guatemala1999
Guatemala,1999,male,35-54 years,55,762548,Guatemala1999
Guatemala,1999,male,15-24 years,59,1168283,Guatemala1999
Guatemala,1999,male,55-74 years,14,363067,Guatemala1999
Guatemala,1999,female,15-24 years,18,1194770,Guatemala1999
Guatemala,1999,female,35-54 years,10,887894,Guatemala1999
Guatemala,1999,female,25-34 years,7,776336,Guatemala1999
Guatemala,1999,female,55-74 years,2,396778,Guatemala1999
Guatemala,1999,female,5-14 years,5,1544869,Guatemala1999
Guatemala,1999,male,5-14 years,5,1586803,Guatemala1999
Guatemala,1999,female,75+ years,0,76218,Guatemala1999
Guatemala,2000,male,25-34 years,45,712716,Guatemala2000
Guatemala,2000,male,55-74 years,21,368401,Guatemala2000
Guatemala,2000,male,75+ years,3,66627,Guatemala2000
Guatemala,2000,male,15-24 years,49,1199179,Guatemala2000
Guatemala,2000,male,35-54 years,19,781304,Guatemala2000
Guatemala,2000,female,15-24 years,20,1225314,Guatemala2000
Guatemala,2000,female,25-34 years,8,801834,Guatemala2000
Guatemala,2000,female,35-54 years,7,914858,Guatemala2000
Guatemala,2000,female,55-74 years,2,405113,Guatemala2000
Guatemala,2000,male,5-14 years,5,1621778,Guatemala2000
Guatemala,2000,female,5-14 years,3,1577920,Guatemala2000
Guatemala,2000,female,75+ years,0,80541,Guatemala2000
Guatemala,2001,male,75+ years,5,71336,Guatemala2001
Guatemala,2001,male,35-54 years,39,802949,Guatemala2001
Guatemala,2001,male,25-34 years,35,741173,Guatemala2001
Guatemala,2001,male,55-74 years,17,372875,Guatemala2001
Guatemala,2001,male,15-24 years,52,1229384,Guatemala2001
Guatemala,2001,female,15-24 years,30,1253297,Guatemala2001
Guatemala,2001,female,25-34 years,9,831947,Guatemala2001
Guatemala,2001,female,55-74 years,3,412890,Guatemala2001
Guatemala,2001,female,35-54 years,6,944723,Guatemala2001
Guatemala,2001,female,5-14 years,4,1611925,Guatemala2001
Guatemala,2001,male,5-14 years,2,1656505,Guatemala2001
Guatemala,2001,female,75+ years,0,86093,Guatemala2001
Guatemala,2002,male,55-74 years,26,377333,Guatemala2002
Guatemala,2002,male,25-34 years,47,770700,Guatemala2002
Guatemala,2002,male,35-54 years,50,826155,Guatemala2002
Guatemala,2002,male,75+ years,4,76028,Guatemala2002
Guatemala,2002,male,15-24 years,60,1257598,Guatemala2002
Guatemala,2002,female,75+ years,4,91705,Guatemala2002
Guatemala,2002,female,15-24 years,28,1278693,Guatemala2002
Guatemala,2002,female,55-74 years,8,420750,Guatemala2002
Guatemala,2002,female,25-34 years,14,862814,Guatemala2002
Guatemala,2002,female,35-54 years,9,975928,Guatemala2002
Guatemala,2002,male,5-14 years,7,1692961,Guatemala2002
Guatemala,2002,female,5-14 years,1,1646501,Guatemala2002
Guatemala,2003,male,75+ years,8,80652,Guatemala2003
Guatemala,2003,male,25-34 years,51,801449,Guatemala2003
Guatemala,2003,male,35-54 years,51,850642,Guatemala2003
Guatemala,2003,male,15-24 years,67,1285345,Guatemala2003
Guatemala,2003,male,55-74 years,17,382491,Guatemala2003
Guatemala,2003,female,15-24 years,24,1303216,Guatemala2003
Guatemala,2003,female,35-54 years,11,1008123,Guatemala2003
Guatemala,2003,female,55-74 years,4,429408,Guatemala2003
Guatemala,2003,female,25-34 years,7,894464,Guatemala2003
Guatemala,2003,female,5-14 years,7,1680330,Guatemala2003
Guatemala,2003,male,5-14 years,6,1729518,Guatemala2003
Guatemala,2003,female,75+ years,0,97342,Guatemala2003
Guatemala,2004,male,25-34 years,48,833813,Guatemala2004
Guatemala,2004,male,15-24 years,72,1314940,Guatemala2004
Guatemala,2004,male,55-74 years,18,389441,Guatemala2004
Guatemala,2004,male,35-54 years,37,876065,Guatemala2004
Guatemala,2004,male,75+ years,3,85192,Guatemala2004
Guatemala,2004,female,15-24 years,28,1329347,Guatemala2004
Guatemala,2004,female,35-54 years,15,1041132,Guatemala2004
Guatemala,2004,female,25-34 years,12,927173,Guatemala2004
Guatemala,2004,female,55-74 years,3,439994,Guatemala2004
Guatemala,2004,female,5-14 years,8,1712578,Guatemala2004
Guatemala,2004,male,5-14 years,6,1765148,Guatemala2004
Guatemala,2004,female,75+ years,0,102985,Guatemala2004
Guatemala,2005,male,75+ years,8,89636,Guatemala2005
Guatemala,2005,male,25-34 years,42,867772,Guatemala2005
Guatemala,2005,male,35-54 years,43,902079,Guatemala2005
Guatemala,2005,male,15-24 years,61,1347811,Guatemala2005
Guatemala,2005,male,55-74 years,17,398755,Guatemala2005
Guatemala,2005,female,15-24 years,40,1358448,Guatemala2005
Guatemala,2005,female,25-34 years,11,960871,Guatemala2005
Guatemala,2005,female,35-54 years,4,1074912,Guatemala2005
Guatemala,2005,male,5-14 years,6,1799665,Guatemala2005
Guatemala,2005,female,5-14 years,5,1743164,Guatemala2005
Guatemala,2005,female,55-74 years,1,453146,Guatemala2005
Guatemala,2005,female,75+ years,0,108647,Guatemala2005
Guatemala,2006,male,75+ years,10,94659,Guatemala2006
Guatemala,2006,male,25-34 years,54,906782,Guatemala2006
Guatemala,2006,male,35-54 years,55,928162,Guatemala2006
Guatemala,2006,male,15-24 years,81,1382701,Guatemala2006
Guatemala,2006,male,55-74 years,23,407941,Guatemala2006
Guatemala,2006,female,15-24 years,30,1388465,Guatemala2006
Guatemala,2006,female,75+ years,2,114662,Guatemala2006
Guatemala,2006,female,25-34 years,17,997533,Guatemala2006
Guatemala,2006,female,35-54 years,14,1108838,Guatemala2006
Guatemala,2006,female,55-74 years,3,466943,Guatemala2006
Guatemala,2006,female,5-14 years,5,1770281,Guatemala2006
Guatemala,2006,male,5-14 years,4,1830167,Guatemala2006
Guatemala,2007,male,35-54 years,74,956182,Guatemala2007
Guatemala,2007,male,25-34 years,69,948435,Guatemala2007
Guatemala,2007,male,75+ years,7,99526,Guatemala2007
Guatemala,2007,male,55-74 years,26,419760,Guatemala2007
Guatemala,2007,male,15-24 years,84,1420153,Guatemala2007
Guatemala,2007,female,15-24 years,34,1420815,Guatemala2007
Guatemala,2007,female,35-54 years,12,1144742,Guatemala2007
Guatemala,2007,female,75+ years,1,120646,Guatemala2007
Guatemala,2007,female,25-34 years,7,1036031,Guatemala2007
Guatemala,2007,female,55-74 years,3,483657,Guatemala2007
Guatemala,2007,female,5-14 years,7,1797379,Guatemala2007
Guatemala,2007,male,5-14 years,3,1861071,Guatemala2007
Guatemala,2008,male,25-34 years,92,991424,Guatemala2008
Guatemala,2008,male,35-54 years,91,986586,Guatemala2008
Guatemala,2008,male,15-24 years,132,1459853,Guatemala2008
Guatemala,2008,male,55-74 years,39,433507,Guatemala2008
Guatemala,2008,male,75+ years,9,104188,Guatemala2008
Guatemala,2008,female,15-24 years,57,1455218,Guatemala2008
Guatemala,2008,female,35-54 years,25,1182879,Guatemala2008
Guatemala,2008,female,25-34 years,22,1075126,Guatemala2008
Guatemala,2008,female,5-14 years,16,1823676,Guatemala2008
Guatemala,2008,male,5-14 years,8,1891253,Guatemala2008
Guatemala,2008,female,55-74 years,1,502605,Guatemala2008
Guatemala,2008,female,75+ years,0,126570,Guatemala2008
Guatemala,2009,male,75+ years,12,108534,Guatemala2009
Guatemala,2009,male,35-54 years,109,1019866,Guatemala2009
Guatemala,2009,male,55-74 years,38,448004,Guatemala2009
Guatemala,2009,male,25-34 years,82,1033623,Guatemala2009
Guatemala,2009,male,15-24 years,118,1500901,Guatemala2009
Guatemala,2009,female,15-24 years,69,1490780,Guatemala2009
Guatemala,2009,female,25-34 years,38,1112873,Guatemala2009
Guatemala,2009,female,35-54 years,25,1223531,Guatemala2009
Guatemala,2009,female,55-74 years,3,522645,Guatemala2009
Guatemala,2009,female,5-14 years,10,1847847,Guatemala2009
Guatemala,2009,male,5-14 years,7,1919024,Guatemala2009
Guatemala,2009,female,75+ years,0,132317,Guatemala2009
Guatemala,2010,male,25-34 years,76,1073765,Guatemala2010
Guatemala,2010,male,35-54 years,69,1056351,Guatemala2010
Guatemala,2010,male,15-24 years,91,1542758,Guatemala2010
Guatemala,2010,male,55-74 years,23,462550,Guatemala2010
Guatemala,2010,male,75+ years,5,112524,Guatemala2010
Guatemala,2010,female,15-24 years,43,1526942,Guatemala2010
Guatemala,2010,female,25-34 years,21,1148170,Guatemala2010
Guatemala,2010,female,35-54 years,8,1266987,Guatemala2010
Guatemala,2010,female,55-74 years,3,543090,Guatemala2010
Guatemala,2010,female,5-14 years,7,1868422,Guatemala2010
Guatemala,2010,male,5-14 years,6,1942723,Guatemala2010
Guatemala,2010,female,75+ years,0,137869,Guatemala2010
Guatemala,2011,male,15-24 years,105,1586755,Guatemala2011
Guatemala,2011,male,25-34 years,58,1115150,Guatemala2011
Guatemala,2011,male,35-54 years,55,1097919,Guatemala2011
Guatemala,2011,male,55-74 years,23,476741,Guatemala2011
Guatemala,2011,male,75+ years,5,117667,Guatemala2011
Guatemala,2011,female,15-24 years,59,1565706,Guatemala2011
Guatemala,2011,female,25-34 years,23,1184080,Guatemala2011
