country,year,sex,age,suicides_no,population,suicides/100k pop,HDI for year, gdp_for_year ($) ,gdp_per_capita ($)
Poland,2011,female,55-74 years,276,4392879,6.28,0.833,"528,832,185,770",14686
Poland,2011,female,35-54 years,275,5189683,5.3,0.833,"528,832,185,770",14686
Poland,2011,female,75+ years,83,1674929,4.96,0.833,"528,832,185,770",14686
Poland,2011,female,15-24 years,58,2507255,2.31,0.833,"528,832,185,770",14686
Poland,2011,female,25-34 years,64,3052661,2.1,0.833,"528,832,185,770",14686
Poland,2011,male,5-14 years,17,1912411,0.89,0.833,"528,832,185,770",14686
Poland,2011,female,5-14 years,4,1816103,0.22,0.833,"528,832,185,770",14686
Poland,2012,male,55-74 years,1708,3762189,45.4,0.838,"500,360,816,828",13894
Poland,2012,male,35-54 years,2182,5186397,42.07,0.838,"500,360,816,828",13894
Poland,2012,male,75+ years,290,854366,33.94,0.838,"500,360,816,828",13894
Poland,2012,male,25-34 years,857,3139373,27.3,0.838,"500,360,816,828",13894
Poland,2012,male,15-24 years,509,2533873,20.09,0.838,"500,360,816,828",13894
Poland,2012,female,55-74 years,312,4497710,6.94,0.838,"500,360,816,828",13894
Poland,2012,female,75+ years,103,1710969,6.02,0.838,"500,360,816,828",13894
Poland,2012,female,35-54 years,266,5166397,5.15,0.838,"500,360,816,828",13894
Poland,2012,female,15-24 years,59,2427848,2.43,0.838,"500,360,816,828",13894
Poland,2012,female,25-34 years,66,3034343,2.18,0.838,"500,360,816,828",13894
Poland,2012,male,5-14 years,12,1898168,0.63,0.838,"500,360,816,828",13894
Poland,2012,female,5-14 years,4,1801813,0.22,0.838,"500,360,816,828",13894
Poland,2013,male,55-74 years,1755,3866967,45.38,0.84,"524,234,322,597",14552
Poland,2013,male,35-54 years,2013,5168551,38.95,0.84,"524,234,322,597",14552
Poland,2013,male,75+ years,287,869774,33.0,0.84,"524,234,322,597",14552
Poland,2013,male,25-34 years,810,3124764,25.92,0.84,"524,234,322,597",14552
Poland,2013,male,15-24 years,497,2443545,20.34,0.84,"524,234,322,597",14552
Poland,2013,female,55-74 years,329,4603966,7.15,0.84,"524,234,322,597",14552
Poland,2013,female,35-54 years,281,5138869,5.47,0.84,"524,234,322,597",14552
Poland,2013,female,75+ years,88,1736478,5.07,0.84,"524,234,322,597",14552
Poland,2013,female,15-24 years,63,2339251,2.69,0.84,"524,234,322,597",14552
Poland,2013,female,25-34 years,72,3014277,2.39,0.84,"524,234,322,597",14552
Poland,2013,male,5-14 years,16,1906361,0.84,0.84,"524,234,322,597",14552
Poland,2013,female,5-14 years,7,1810891,0.39,0.84,"524,234,322,597",14552
Poland,2014,male,55-74 years,1606,3963821,40.52,0.843,"545,179,584,720",15119
Poland,2014,male,35-54 years,1949,5170670,37.69,0.843,"545,179,584,720",15119
Poland,2014,male,75+ years,268,888229,30.17,0.843,"545,179,584,720",15119
Poland,2014,male,25-34 years,764,3087300,24.75,0.843,"545,179,584,720",15119
Poland,2014,male,15-24 years,527,2357793,22.35,0.843,"545,179,584,720",15119
Poland,2014,female,55-74 years,314,4699033,6.68,0.843,"545,179,584,720",15119
Poland,2014,female,35-54 years,262,5129255,5.11,0.843,"545,179,584,720",15119
Poland,2014,female,75+ years,79,1768411,4.47,0.843,"545,179,584,720",15119
Poland,2014,female,15-24 years,71,2256197,3.15,0.843,"545,179,584,720",15119
Poland,2014,female,25-34 years,81,2975936,2.72,0.843,"545,179,584,720",15119
Poland,2014,male,5-14 years,9,1929147,0.47,0.843,"545,179,584,720",15119
Poland,2014,female,5-14 years,4,1833838,0.22,0.843,"545,179,584,720",15119
Portugal,1985,male,75+ years,89,160554,55.43,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,male,55-74 years,245,805542,30.41,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,male,35-54 years,185,1103803,16.76,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,female,75+ years,39,288221,13.53,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,male,25-34 years,87,703271,12.37,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,female,55-74 years,98,982911,9.97,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,male,15-24 years,81,849013,9.54,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,female,35-54 years,77,1216115,6.33,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,female,15-24 years,41,832177,4.93,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,female,25-34 years,31,712806,4.35,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,male,5-14 years,6,846549,0.71,0.6759999999999999,"27,118,476,174",2912
Portugal,1985,female,5-14 years,4,812968,0.49,0.6759999999999999,"27,118,476,174",2912
Portugal,1990,male,75+ years,111,195284,56.84,0.71,"78,721,607,509",8356
Portugal,1990,male,55-74 years,207,869989,23.79,0.71,"78,721,607,509",8356
Portugal,1990,female,75+ years,53,332685,15.93,0.71,"78,721,607,509",8356
Portugal,1990,male,25-34 years,106,712455,14.88,0.71,"78,721,607,509",8356
Portugal,1990,male,35-54 years,151,1171924,12.88,0.71,"78,721,607,509",8356
Portugal,1990,male,15-24 years,62,821204,7.55,0.71,"78,721,607,509",8356
Portugal,1990,female,55-74 years,68,1042954,6.52,0.71,"78,721,607,509",8356
Portugal,1990,female,35-54 years,55,1264949,4.35,0.71,"78,721,607,509",8356
Portugal,1990,female,25-34 years,27,732012,3.69,0.71,"78,721,607,509",8356
Portugal,1990,female,15-24 years,25,802513,3.12,0.71,"78,721,607,509",8356
Portugal,1990,male,5-14 years,5,753794,0.66,0.71,"78,721,607,509",8356
Portugal,1990,female,5-14 years,0,721051,0.0,0.71,"78,721,607,509",8356
Portugal,1995,male,75+ years,105,217126,48.36,0.759,"118,133,634,072",12469
Portugal,1995,male,55-74 years,205,922012,22.23,0.759,"118,133,634,072",12469
Portugal,1995,female,75+ years,45,365693,12.31,0.759,"118,133,634,072",12469
Portugal,1995,male,35-54 years,143,1234099,11.59,0.759,"118,133,634,072",12469
Portugal,1995,male,25-34 years,79,734449,10.76,0.759,"118,133,634,072",12469
Portugal,1995,female,55-74 years,75,1103607,6.8,0.759,"118,133,634,072",12469
Portugal,1995,male,15-24 years,48,810241,5.92,0.759,"118,133,634,072",12469
Portugal,1995,female,35-54 years,61,1319819,4.62,0.759,"118,133,634,072",12469
Portugal,1995,female,15-24 years,24,790668,3.04,0.759,"118,133,634,072",12469
Portugal,1995,female,25-34 years,21,746855,2.81,0.759,"118,133,634,072",12469
Portugal,1995,male,5-14 years,2,628984,0.32,0.759,"118,133,634,072",12469
Portugal,1995,female,5-14 years,1,600291,0.17,0.759,"118,133,634,072",12469
Portugal,2000,male,75+ years,105,260379,40.33,0.782,"118,358,489,958",12152
Portugal,2000,male,55-74 years,143,951836,15.02,0.782,"118,358,489,958",12152
Portugal,2000,male,35-54 years,101,1354391,7.46,0.782,"118,358,489,958",12152
Portugal,2000,female,75+ years,31,429204,7.22,0.782,"118,358,489,958",12152
Portugal,2000,male,25-34 years,40,776214,5.15,0.782,"118,358,489,958",12152
Portugal,2000,male,15-24 years,28,756755,3.7,0.782,"118,358,489,958",12152
Portugal,2000,female,55-74 years,38,1134765,3.35,0.782,"118,358,489,958",12152
Portugal,2000,female,35-54 years,22,1428612,1.54,0.782,"118,358,489,958",12152
Portugal,2000,female,25-34 years,9,778058,1.16,0.782,"118,358,489,958",12152
Portugal,2000,female,15-24 years,7,734617,0.95,0.782,"118,358,489,958",12152
Portugal,2000,female,5-14 years,0,553311,0.0,0.782,"118,358,489,958",12152
Portugal,2000,male,5-14 years,0,581943,0.0,0.782,"118,358,489,958",12152
Portugal,2010,male,75+ years,233,352383,66.12,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,male,55-74 years,257,1063945,24.16,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,male,35-54 years,258,1505279,17.14,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,female,75+ years,64,576570,11.1,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,male,25-34 years,58,726634,7.98,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,female,55-74 years,89,1247958,7.13,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,male,15-24 years,27,587910,4.59,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,female,35-54 years,72,1588670,4.53,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,female,25-34 years,27,746475,3.62,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,female,15-24 years,12,570703,2.1,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,female,5-14 years,1,536374,0.19,0.8190000000000001,"238,303,443,425",23673
Portugal,2010,male,5-14 years,1,563727,0.18,0.8190000000000001,"238,303,443,425",23673
Portugal,2011,male,75+ years,189,364718,51.82,0.825,"244,895,101,712",24337
Portugal,2011,male,55-74 years,271,1074797,25.21,0.825,"244,895,101,712",24337
Portugal,2011,male,35-54 years,253,1514441,16.71,0.825,"244,895,101,712",24337
Portugal,2011,male,25-34 years,64,696595,9.19,0.825,"244,895,101,712",24337
Portugal,2011,female,75+ years,43,596657,7.21,0.825,"244,895,101,712",24337
Portugal,2011,female,55-74 years,80,1258617,6.36,0.825,"244,895,101,712",24337
Portugal,2011,female,35-54 years,76,1603401,4.74,0.825,"244,895,101,712",24337
Portugal,2011,male,15-24 years,15,580769,2.58,0.825,"244,895,101,712",24337
Portugal,2011,female,25-34 years,15,719014,2.09,0.825,"244,895,101,712",24337
Portugal,2011,female,15-24 years,9,564521,1.59,0.825,"244,895,101,712",24337
Portugal,2011,male,5-14 years,2,558039,0.36,0.825,"244,895,101,712",24337
Portugal,2011,female,5-14 years,0,531246,0.0,0.825,"244,895,101,712",24337
Portugal,2012,male,75+ years,223,374103,59.61,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,male,55-74 years,270,1085321,24.88,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,male,35-54 years,280,1515053,18.48,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,female,75+ years,62,610698,10.15,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,male,25-34 years,59,665893,8.86,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,female,55-74 years,84,1268923,6.62,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,male,15-24 years,26,573583,4.53,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,female,35-54 years,54,1613054,3.35,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,female,15-24 years,8,557669,1.43,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,female,25-34 years,9,689005,1.31,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,male,5-14 years,1,551120,0.18,0.8270000000000001,"216,368,178,659",21573
Portugal,2012,female,5-14 years,0,524974,0.0,0.8270000000000001,"216,368,178,659",21573
Portugal,2013,male,75+ years,203,381802,53.17,0.828,"226,073,492,966",22641
Portugal,2013,male,55-74 years,275,1096265,25.09,0.828,"226,073,492,966",22641
Portugal,2013,male,35-54 years,251,1507001,16.66,0.828,"226,073,492,966",22641
Portugal,2013,male,25-34 years,62,638768,9.71,0.828,"226,073,492,966",22641
Portugal,2013,female,75+ years,58,622105,9.32,0.828,"226,073,492,966",22641
Portugal,2013,female,55-74 years,95,1281422,7.41,0.828,"226,073,492,966",22641
Portugal,2013,female,35-54 years,63,1615851,3.9,0.828,"226,073,492,966",22641
Portugal,2013,male,15-24 years,20,566585,3.53,0.828,"226,073,492,966",22641
Portugal,2013,female,25-34 years,20,661074,3.03,0.828,"226,073,492,966",22641
Portugal,2013,female,15-24 years,5,550397,0.91,0.828,"226,073,492,966",22641
Portugal,2013,female,5-14 years,0,518597,0.0,0.828,"226,073,492,966",22641
Portugal,2013,male,5-14 years,0,545207,0.0,0.828,"226,073,492,966",22641
Portugal,2014,male,75+ years,244,389841,62.59,0.83,"229,629,822,122",23091
Portugal,2014,male,55-74 years,289,1106750,26.11,0.83,"229,629,822,122",23091
Portugal,2014,male,35-54 years,298,1492604,19.97,0.83,"229,629,822,122",23091
Portugal,2014,female,75+ years,67,633908,10.57,0.83,"229,629,822,122",23091
Portugal,2014,male,25-34 years,65,617765,10.52,0.83,"229,629,822,122",23091
Portugal,2014,female,55-74 years,105,1294186,8.11,0.83,"229,629,822,122",23091
Portugal,2014,female,35-54 years,95,1613721,5.89,0.83,"229,629,822,122",23091
Portugal,2014,male,15-24 years,28,562495,4.98,0.83,"229,629,822,122",23091
Portugal,2014,female,25-34 years,21,638072,3.29,0.83,"229,629,822,122",23091
Portugal,2014,female,15-24 years,8,545684,1.47,0.83,"229,629,822,122",23091
Portugal,2014,female,5-14 years,2,511478,0.39,0.83,"229,629,822,122",23091
Portugal,2014,male,5-14 years,0,537929,0.0,0.83,"229,629,822,122",23091
Qatar,1995,female,15-24 years,0,24859,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,female,25-34 years,0,36029,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,female,35-54 years,0,39135,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,female,5-14 years,0,43647,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,female,55-74 years,0,5879,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,female,75+ years,0,1070,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,male,15-24 years,0,45900,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,male,25-34 years,0,88331,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,male,35-54 years,0,116596,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,male,5-14 years,0,46510,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,male,55-74 years,0,14190,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,1995,male,75+ years,0,1303,0.0,0.7829999999999999,"8,137,911,978",17559
Qatar,2005,male,15-24 years,7,73205,9.56,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,male,25-34 years,5,153674,3.25,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,male,55-74 years,1,32745,3.05,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,female,25-34 years,1,62046,1.61,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,male,35-54 years,3,225317,1.33,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,female,15-24 years,0,46042,0.0,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,female,35-54 years,0,71166,0.0,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,female,5-14 years,0,56746,0.0,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,female,55-74 years,0,10108,0.0,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,female,75+ years,0,1349,0.0,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,male,5-14 years,0,62794,0.0,0.8370000000000001,"44,530,494,505",55899
Qatar,2005,male,75+ years,0,1426,0.0,0.8370000000000001,"44,530,494,505",55899
Qatar,2010,male,25-34 years,20,466496,4.29,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,male,15-24 years,8,189517,4.22,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,male,35-54 years,18,523563,3.44,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,female,25-34 years,1,113923,0.88,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,female,15-24 years,0,67779,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,female,35-54 years,0,115895,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,female,5-14 years,0,70137,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,female,55-74 years,0,16476,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,female,75+ years,0,1858,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,male,5-14 years,0,72634,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,male,55-74 years,0,49265,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2010,male,75+ years,0,2049,0.0,0.8440000000000001,"125,122,306,346",74055
Qatar,2011,male,15-24 years,9,232554,3.87,0.841,"167,775,274,725",90490
Qatar,2011,male,55-74 years,2,56963,3.51,0.841,"167,775,274,725",90490
Qatar,2011,male,35-54 years,19,558761,3.4,0.841,"167,775,274,725",90490
Qatar,2011,male,25-34 years,15,499529,3.0,0.841,"167,775,274,725",90490
Qatar,2011,female,15-24 years,2,75069,2.66,0.841,"167,775,274,725",90490
Qatar,2011,female,35-54 years,2,124729,1.6,0.841,"167,775,274,725",90490
Qatar,2011,female,25-34 years,1,122957,0.81,0.841,"167,775,274,725",90490
Qatar,2011,female,5-14 years,0,76170,0.0,0.841,"167,775,274,725",90490
Qatar,2011,female,55-74 years,0,18211,0.0,0.841,"167,775,274,725",90490
Qatar,2011,female,75+ years,0,2064,0.0,0.841,"167,775,274,725",90490
Qatar,2011,male,5-14 years,0,84348,0.0,0.841,"167,775,274,725",90490
Qatar,2011,male,75+ years,0,2726,0.0,0.841,"167,775,274,725",90490
Qatar,2012,male,25-34 years,16,537337,2.98,0.848,"186,833,516,484",93270
Qatar,2012,female,35-54 years,4,134674,2.97,0.848,"186,833,516,484",93270
Qatar,2012,male,15-24 years,7,266285,2.63,0.848,"186,833,516,484",93270
Qatar,2012,male,35-54 years,14,586307,2.39,0.848,"186,833,516,484",93270
Qatar,2012,male,55-74 years,1,64600,1.55,0.848,"186,833,516,484",93270
Qatar,2012,female,25-34 years,1,133051,0.75,0.848,"186,833,516,484",93270
Qatar,2012,female,15-24 years,0,80919,0.0,0.848,"186,833,516,484",93270
Qatar,2012,female,5-14 years,0,82707,0.0,0.848,"186,833,516,484",93270
Qatar,2012,female,55-74 years,0,19868,0.0,0.848,"186,833,516,484",93270
Qatar,2012,female,75+ years,0,2314,0.0,0.848,"186,833,516,484",93270
Qatar,2012,male,5-14 years,0,91507,0.0,0.848,"186,833,516,484",93270
Qatar,2012,male,75+ years,0,3580,0.0,0.848,"186,833,516,484",93270
Qatar,2013,male,15-24 years,8,284327,2.81,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,male,25-34 years,15,580440,2.58,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,male,35-54 years,13,608776,2.14,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,female,25-34 years,1,143703,0.7,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,female,15-24 years,0,84449,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,female,35-54 years,0,145530,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,female,5-14 years,0,89888,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,female,55-74 years,0,21311,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,female,75+ years,0,2575,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,male,5-14 years,0,97682,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,male,55-74 years,0,72220,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2013,male,75+ years,0,4448,0.0,0.8490000000000001,"198,727,747,253",93066
Qatar,2014,female,55-74 years,1,22469,4.45,0.85,"206,224,725,275",91587
Qatar,2014,male,15-24 years,12,286756,4.18,0.85,"206,224,725,275",91587
Qatar,2014,male,35-54 years,23,629627,3.65,0.85,"206,224,725,275",91587
Qatar,2014,male,55-74 years,2,80029,2.5,0.85,"206,224,725,275",91587
Qatar,2014,male,25-34 years,15,626535,2.39,0.85,"206,224,725,275",91587
Qatar,2014,female,15-24 years,1,85593,1.17,0.85,"206,224,725,275",91587
Qatar,2014,female,25-34 years,1,153842,0.65,0.85,"206,224,725,275",91587
Qatar,2014,female,35-54 years,0,157182,0.0,0.85,"206,224,725,275",91587
Qatar,2014,female,5-14 years,0,97388,0.0,0.85,"206,224,725,275",91587
Qatar,2014,female,75+ years,0,2802,0.0,0.85,"206,224,725,275",91587
Qatar,2014,male,5-14 years,0,104323,0.0,0.85,"206,224,725,275",91587
Qatar,2014,male,75+ years,0,5136,0.0,0.85,"206,224,725,275",91587
Romania,1990,male,75+ years,97,377600,25.69,0.703,"38,995,454,545",1822
Romania,1990,male,55-74 years,413,1854500,22.27,0.703,"38,995,454,545",1822
Romania,1990,male,35-54 years,607,2875600,21.11,0.703,"38,995,454,545",1822
Romania,1990,male,25-34 years,210,1581200,13.28,0.703,"38,995,454,545",1822
Romania,1990,female,75+ years,64,566300,11.3,0.703,"38,995,454,545",1822
Romania,1990,male,15-24 years,177,1966300,9.0,0.703,"38,995,454,545",1822
Romania,1990,female,55-74 years,196,2188100,8.96,0.703,"38,995,454,545",1822
Romania,1990,female,35-54 years,167,2919600,5.72,0.703,"38,995,454,545",1822
Romania,1990,female,25-34 years,57,1521500,3.75,0.703,"38,995,454,545",1822
Romania,1990,female,15-24 years,69,1887200,3.66,0.703,"38,995,454,545",1822
Romania,1990,male,5-14 years,19,1873200,1.01,0.703,"38,995,454,545",1822
Romania,1990,female,5-14 years,3,1790800,0.17,0.703,"38,995,454,545",1822
Romania,1995,male,35-54 years,1021,2865200,35.63,0.69,"37,662,075,750",1756
Romania,1995,male,75+ years,99,313200,31.61,0.69,"37,662,075,750",1756
Romania,1995,male,55-74 years,579,2038700,28.4,0.69,"37,662,075,750",1756
Romania,1995,male,25-34 years,323,1605100,20.12,0.69,"37,662,075,750",1756
Romania,1995,male,15-24 years,223,1929800,11.56,0.69,"37,662,075,750",1756
Romania,1995,female,55-74 years,193,2432500,7.93,0.69,"37,662,075,750",1756
Romania,1995,female,75+ years,35,523500,6.69,0.69,"37,662,075,750",1756
Romania,1995,female,35-54 years,191,2913000,6.56,0.69,"37,662,075,750",1756
Romania,1995,female,25-34 years,65,1560400,4.17,0.69,"37,662,075,750",1756
Romania,1995,female,15-24 years,49,1855500,2.64,0.69,"37,662,075,750",1756
Romania,1995,male,5-14 years,11,1741700,0.63,0.69,"37,662,075,750",1756
Romania,1995,female,5-14 years,4,1672700,0.24,0.69,"37,662,075,750",1756
Romania,2000,male,35-54 years,978,2865300,34.13,0.706,"37,438,527,800",1758
Romania,2000,male,55-74 years,658,1934900,34.01,0.706,"37,438,527,800",1758
Romania,2000,male,75+ years,114,375100,30.39,0.706,"37,438,527,800",1758
Romania,2000,male,25-34 years,364,1851600,19.66,0.706,"37,438,527,800",1758
Romania,2000,female,75+ years,65,623400,10.43,0.706,"37,438,527,800",1758
Romania,2000,male,15-24 years,188,1846000,10.18,0.706,"37,438,527,800",1758
Romania,2000,female,55-74 years,171,2347300,7.28,0.706,"37,438,527,800",1758
Romania,2000,female,35-54 years,179,2929500,6.11,0.706,"37,438,527,800",1758
Romania,2000,female,25-34 years,58,1792700,3.24,0.706,"37,438,527,800",1758
Romania,2000,female,15-24 years,32,1771300,1.81,0.706,"37,438,527,800",1758
Romania,2000,male,5-14 years,23,1508100,1.53,0.706,"37,438,527,800",1758
Romania,2000,female,5-14 years,6,1445200,0.42,0.706,"37,438,527,800",1758
Romania,2005,male,55-74 years,597,1891105,31.57,0.7509999999999999,"99,697,566,668",4847
Romania,2005,male,35-54 years,943,2989109,31.55,0.7509999999999999,"99,697,566,668",4847
Romania,2005,male,75+ years,135,453633,29.76,0.7509999999999999,"99,697,566,668",4847
Romania,2005,male,25-34 years,289,1771497,16.31,0.7509999999999999,"99,697,566,668",4847
Romania,2005,female,75+ years,71,740695,9.59,0.7509999999999999,"99,697,566,668",4847
Romania,2005,male,15-24 years,153,1708513,8.96,0.7509999999999999,"99,697,566,668",4847
Romania,2005,female,55-74 years,187,2321086,8.06,0.7509999999999999,"99,697,566,668",4847
Romania,2005,female,35-54 years,146,3045324,4.79,0.7509999999999999,"99,697,566,668",4847
Romania,2005,female,25-34 years,34,1693275,2.01,0.7509999999999999,"99,697,566,668",4847
Romania,2005,female,15-24 years,28,1636907,1.71,0.7509999999999999,"99,697,566,668",4847
Romania,2005,male,5-14 years,16,1187823,1.35,0.7509999999999999,"99,697,566,668",4847
Romania,2005,female,5-14 years,4,1130993,0.35,0.7509999999999999,"99,697,566,668",4847
Romania,2010,male,55-74 years,704,1977886,35.59,0.785,"166,658,327,827",8190
Romania,2010,male,35-54 years,995,3038553,32.75,0.785,"166,658,327,827",8190
Romania,2010,male,75+ years,154,523244,29.43,0.785,"166,658,327,827",8190
Romania,2010,male,25-34 years,263,1734890,15.16,0.785,"166,658,327,827",8190
Romania,2010,male,15-24 years,177,1495092,11.84,0.785,"166,658,327,827",8190
Romania,2010,female,55-74 years,177,2425485,7.3,0.785,"166,658,327,827",8190
Romania,2010,female,75+ years,59,861006,6.85,0.785,"166,658,327,827",8190
Romania,2010,female,35-54 years,147,3050480,4.82,0.785,"166,658,327,827",8190
Romania,2010,female,15-24 years,38,1433832,2.65,0.785,"166,658,327,827",8190
Romania,2010,female,25-34 years,36,1649535,2.18,0.785,"166,658,327,827",8190
Romania,2010,male,5-14 years,11,1107850,0.99,0.785,"166,658,327,827",8190
Romania,2010,female,5-14 years,5,1050796,0.48,0.785,"166,658,327,827",8190
Romania,2011,male,55-74 years,668,2000334,33.39,0.7859999999999999,"184,367,381,749",9086
Romania,2011,male,35-54 years,896,3050462,29.37,0.7859999999999999,"184,367,381,749",9086
Romania,2011,male,75+ years,143,534670,26.75,0.7859999999999999,"184,367,381,749",9086
Romania,2011,male,25-34 years,233,1719127,13.55,0.7859999999999999,"184,367,381,749",9086
Romania,2011,male,15-24 years,186,1438023,12.93,0.7859999999999999,"184,367,381,749",9086
Romania,2011,female,75+ years,62,884450,7.01,0.7859999999999999,"184,367,381,749",9086
Romania,2011,female,55-74 years,152,2450665,6.2,0.7859999999999999,"184,367,381,749",9086
Romania,2011,female,35-54 years,117,3048485,3.84,0.7859999999999999,"184,367,381,749",9086
Romania,2011,female,15-24 years,30,1379354,2.17,0.7859999999999999,"184,367,381,749",9086
Romania,2011,female,25-34 years,30,1635487,1.83,0.7859999999999999,"184,367,381,749",9086
Romania,2011,male,5-14 years,16,1104004,1.45,0.7859999999999999,"184,367,381,749",9086
Romania,2011,female,5-14 years,3,1046640,0.29,0.7859999999999999,"184,367,381,749",9086
Romania,2012,male,55-74 years,667,2037178,32.74,0.7879999999999999,"171,664,638,717",9015
Romania,2012,male,35-54 years,903,2880956,31.34,0.7879999999999999,"171,664,638,717",9015
Romania,2012,male,75+ years,152,549396,27.67,0.7879999999999999,"171,664,638,717",9015
Romania,2012,male,25-34 years,253,1438391,17.59,0.7879999999999999,"171,664,638,717",9015
Romania,2012,male,15-24 years,156,1240383,12.58,0.7879999999999999,"171,664,638,717",9015
Romania,2012,female,55-74 years,135,2465486,5.48,0.7879999999999999,"171,664,638,717",9015
Romania,2012,female,75+ years,42,927366,4.53,0.7879999999999999,"171,664,638,717",9015
Romania,2012,female,35-54 years,112,2816257,3.98,0.7879999999999999,"171,664,638,717",9015
Romania,2012,female,25-34 years,32,1373925,2.33,0.7879999999999999,"171,664,638,717",9015
Romania,2012,female,15-24 years,27,1168598,2.31,0.7879999999999999,"171,664,638,717",9015
Romania,2012,male,5-14 years,11,1100497,1.0,0.7879999999999999,"171,664,638,717",9015
Romania,2012,female,5-14 years,5,1043161,0.48,0.7879999999999999,"171,664,638,717",9015
Romania,2013,male,55-74 years,676,2052427,32.94,0.7909999999999999,"191,549,024,911",10080
Romania,2013,male,35-54 years,830,2902422,28.6,0.7909999999999999,"191,549,024,911",10080
Romania,2013,male,75+ years,158,561583,28.13,0.7909999999999999,"191,549,024,911",10080
Romania,2013,male,25-34 years,237,1438227,16.48,0.7909999999999999,"191,549,024,911",10080
Romania,2013,male,15-24 years,134,1198610,11.18,0.7909999999999999,"191,549,024,911",10080
Romania,2013,female,75+ years,53,952420,5.56,0.7909999999999999,"191,549,024,911",10080
